cat,mloc,LAB_L,LAB_A,LAB_B,hue,saturation,lightness
3197v,dmax,62.15,-1.43,10.15,47.28081882472896,0.1028709658134742,0.5636667226819987
3197v,dmin,93.09,-1.4,10.18,46.66871364276511,0.4712693981853391,0.8950616392472703
3201a,dmax,10.18,1.14,-0.01,344.6686001077058,0.0368662308974691,0.1112712745097706
3201a,dmin,93.35,1.42,2.11,20.35958738040034,0.2322566425866309,0.9264014083461628
3201b,dmax,12.39,1.14,0.29,356.0744607130313,0.0354450058600241,0.1291420770741511
3201b,dmin,91.86,0.84,7.15,35.35850073176243,0.404539039456697,0.8967883377379686
3201c,dmax,8.85,0.96,2.94,29.408689032870143,0.1390870018112605,0.0968331314096567
3201c,dmin,90.88,1.61,13.23,35.80600015038715,0.6095159038262762,0.8751412603186584
3201d,dmax,8.23,0.73,2.15,28.958122146740152,0.1088331808676015,0.0926808667891553
3201d,dmin,89.87,1.88,15.25,35.955095754710214,0.6234243432279565,0.8601910369465785
3201e,dmax,22.27,0.44,-1.17,240.3212675002536,0.0172346730995783,0.2118932755175305
3201e,dmin,92.62,1.16,5.23,31.669697916837837,0.3675096043421372,0.910660264382762
3201f,dmax,25.07,0.68,-0.61,286.7443091212668,0.0101726202919358,0.2343697915247934
3201f,dmin,90.96,0.92,7.99,35.53168408268465,0.4041718897572398,0.8852467802460623
3201g,dmax,8.75,1.09,2.09,24.07961220862785,0.108449181175548,0.0978301175219414
3201g,dmin,92.06,1.31,6.39,32.312943058158055,0.4053356919274919,0.9025042827377324
3201h,dmax,10.7,1.01,1.54,20.937950217727572,0.0751249666023888,0.1137375858488663
3201h,dmin,91.44,1.09,7.21,34.1831315772784,0.4013607857721957,0.8929545859659014
3201i,dmax,7.91,0.99,1.59,22.28560025540236,0.0948256870741724,0.0917779664209264
3201i,dmin,93.29,1.06,5.45,32.55844954756628,0.4072265028336052,0.9172874423145154
3201j,dmax,23.7,0.3,-1.29,230.44883829507177,0.0206023474397188,0.2240507438788209
3201j,dmin,91.12,0.72,9.96,37.31851383446974,0.4738366085918475,0.8818824941190232
3201k,dmax,7.13,0.71,0.67,14.503656771843282,0.0544426732231401,0.0863465386742554
3201k,dmin,91.71,0.82,7.76,35.84721804349863,0.422251980419475,0.893708159450176
3201n,dmax,12.29,0.51,1.72,29.54634388808296,0.0643715817205487,0.1247014545304916
3201n,dmin,91.67,0.63,9.31,37.42572002214024,0.4717196650375528,0.8891031754226376
3201o,dmax,22.65,0.3,-0.33,276.0331383648979,0.0056390783807469,0.2127830636702487
3201o,dmin,91.33,0.11,10.05,39.77401022921106,0.4580061717128131,0.8816559810268496
3201p,dmax,30.89,-0.02,-1.62,218.2578761327217,0.0255047727882479,0.2874881154574281
3201p,dmin,90.33,-0.03,11.66,40.52053883991812,0.4633809621415756,0.8663919761032575
3201q,dmax,25.07,0.22,-0.33,261.41151340443923,0.0048653402548945,0.2339279334216063
3201q,dmin,91.39,-0.23,11.11,41.23171654876393,0.4818060581758688,0.8786263778714418
3195a,dmax,13.36,0.25,1.31,32.62373898886028,0.0437411710647845,0.1331836316714832
3195a,dmin,92.78,-0.14,0.69,48.97996364565921,0.0393723320828231,0.9166183074561906
3195b,dmax,18.75,0.5,1.83,30.14815585745328,0.0501197711201456,0.1774717793298953
3195b,dmin,92.28,-1.26,9.67,46.24779721443474,0.4203422814958648,0.8877209018578368
3195c,dmax,15.45,0.2,2.88,37.41248691103499,0.080633845780921,0.1475161089297707
3195c,dmin,93.98,-1.27,7.1,48.52919804747489,0.3836400207528111,0.912232167671693
3195d,dmax,22.36,0.44,7.96,39.18515064388316,0.1691664012272123,0.19693943245998
3195d,dmin,93.53,-1.17,7.28,47.56433154702973,0.377000800793679,0.9072158400538886
3195e,dmax,13.59,0.67,3.83,34.0041422045544,0.1248261611226633,0.1321226517853791
3195e,dmin,93.03,-0.74,4.48,47.48391229821476,0.2376894119773377,0.909274996277607
3195f,dmax,25.95,0.38,10.51,40.403200284668,0.1977286085660763,0.2227584766371907
3195f,dmin,91.27,-1.45,8.9,47.8868100186545,0.3451599322361428,0.877439918570011
3195g,dmax,30.38,0.14,3.09,38.08089101877937,0.0505298068683015,0.2756913381203715
3195g,dmin,93.2,-1.24,8.31,47.071471759917074,0.4058853887656011,0.9010277264657718
3195h,dmax,35.76,-0.24,1.21,49.07454034050431,0.0144756920033285,0.3269187144704326
3195h,dmin,92.29,-0.97,5.58,48.08749143345182,0.2598132288164849,0.8977978579208727
3195i,dmax,32.09,-0.11,1.58,42.60678740116833,0.0228307842286012,0.292982911032324
3195i,dmin,92.22,-0.88,8.44,44.80506185958694,0.3873595393657729,0.8912446202430475
3195j,dmax,19.54,0.43,3.9,36.07614329917493,0.0940674722509233,0.1804409133884283
3195j,dmin,92.28,-0.95,10.27,44.430605238277394,0.4583821437331202,0.8876049106458352
3195k,dmax,14.72,0.03,6.27,41.23245637536962,0.1777213246792265,0.1351835741506951
3195k,dmin,92.4,-1.1,7.82,46.57511508248996,0.357787845861275,0.8937276941648172
1756a,dmax,10.76,0.56,1.45,27.03070629515128,0.0621724968014621,0.1131205430807969
1756a,dmin,92.73,0.16,0.54,29.080244236152,0.0441036731460308,0.9175736826647028
1756b,dmax,19.77,0.3,1.28,31.15524836995064,0.0330529790277534,0.1863621854980105
1756b,dmin,92.49,-1.18,9.77,45.77211433350857,0.4374141190715213,0.8901509410276585
1756c,dmax,16.06,0.31,6.17,39.23053345737805,0.1678743318910651,0.1470679460835798
1756c,dmin,94.25,-1.09,7.15,47.103747299058966,0.4118331228315455,0.9158606872720804
1756d,dmax,22.01,0.29,6.89,39.44182961655156,0.1466640717628292,0.1955777115009687
1756d,dmin,93.1,-1.09,7.36,46.90643733647824,0.3661350156048137,0.9025619270122044
1756e,dmax,12.55,0.59,2.88,32.73302143422694,0.1007818804961323,0.1251441814781946
1756e,dmin,91.89,-0.85,3.69,51.09379585129841,0.1645113776376113,0.8977528992702092
1756f,dmax,34.62,0.14,9.08,40.51939791157639,0.1317473080572301,0.3029188688501194
1756f,dmin,94.3,-1.2,7.19,47.88186332334419,0.4095879161483853,0.9158959499726234
1756g,dmax,31.34,0.15,4.32,38.77441931723473,0.0684267224394571,0.2822030412554844
1756g,dmin,91.79,-1.15,8.38,46.46523615129456,0.3559276835269426,0.8855289403424431
1756h,dmax,41.49,-0.19,1.37,45.86134298442772,0.0151580242129859,0.3806980992859882
1756h,dmin,92.44,-0.82,6.02,46.14033815817538,0.292437565063331,0.8991369239395013
1756i,dmax,37.91,-0.38,2.18,47.97085573420213,0.025335627104263,0.3448252414105122
1756i,dmin,93.4,-0.7,7.39,44.21496632813978,0.4033026480529133,0.9073909672013344
1756j,dmax,22.01,0.43,4.8,37.0146685911489,0.1044580174018506,0.1998582218776503
1756j,dmin,93.83,-0.86,9.49,44.24051232753186,0.5152997286233101,0.906969659126573
1756k,dmax,16.9,0.4,8.09,39.8132378808142,0.2139216813639338,0.1505735718892943
1756k,dmin,93.41,-1.04,7.3,46.60248891422549,0.3798491319051829,0.9063491658862076
5536a,dmax,9.2,1.05,1.76,22.232637573608827,0.0915099633290279,0.1017569072244185
5536a,dmin,92.53,0.09,0.45,31.95599601135018,0.033819741889286,0.9152326399537412
5536b,dmax,19.47,0.52,1.58,28.474265582225318,0.0434435552774729,0.1840028765440851
5536b,dmin,92.42,-1.11,10.72,45.0171292077535,0.4739259751874842,0.8875336550077766
5536c,dmax,17.43,0.47,3.97,35.87380923500393,0.104840185974011,0.1627668778297872
5536c,dmin,93.14,-1.36,9.1,47.172672783397445,0.4310839128603028,0.8981592852984899
5536d,dmax,21.15,0.27,6.55,39.42490148394518,0.1436655730367244,0.1888202850828412
5536d,dmin,92.5,-1.38,9.28,47.15960289453881,0.4085058649288312,0.8905559058007546
5536e,dmax,14.69,0.55,3.58,34.605136539600664,0.109169875033773,0.1411285521845684
5536e,dmin,90.96,-0.7,5.12,46.07131102297205,0.2178152273429619,0.8850384634570647
5536f,dmax,24.38,0.51,10.61,40.04092457715399,0.2116640362742907,0.2092098236390621
5536f,dmin,92.66,-1.23,8.87,46.58695502747503,0.4061748236698905,0.8938267316137193
5536g,dmax,28.64,0.15,1.3,35.035149235392055,0.0233798686632822,0.2631453528591826
5536g,dmin,93.22,-1.13,8.93,45.96489940245067,0.4402779583174813,0.9003311988689213
5536h,dmax,35.94,-0.02,1.12,40.16115618721358,0.0152989441488278,0.3294782817449573
5536h,dmin,92.7,-1.13,5.98,48.96995513739239,0.2836269696315014,0.900886144294922
5536i,dmax,37.79,-0.21,2.16,44.00384805068859,0.026693278945926,0.3443070088262123
5536i,dmin,92.14,-0.81,8.68,44.29821764216092,0.3972229465512384,0.8901050351100751
5536j,dmax,19.21,0.45,3.06,34.530084562497166,0.0763747455874377,0.1791589548428573
5536j,dmin,92.32,-0.87,11.44,43.7689556039457,0.5072232197336385,0.8857388018969254
5536k,dmax,19.4,0.14,8.64,41.16868876023062,0.2021948617950525,0.1696054694108678
5536k,dmin,93.17,-1.48,8.38,48.55685396396598,0.3946548307540102,0.8995912061723399
5535a,dmax,8.22,1.05,1.58,21.12390117528525,0.0921108554373394,0.0943969512109147
5535a,dmin,92.73,-0.24,0.78,55.4809657299794,0.040033009454642,0.9154744659770078
5535b,dmax,17.1,0.56,1.98,29.93436389187235,0.0582950761715672,0.1636192677147478
5535b,dmin,91.17,-1.24,10.67,45.65536808921792,0.4132882281132471,0.8732495615659918
5535c,dmax,19.87,0.27,4.09,37.78497354718189,0.0949294041908034,0.1824313634591254
5535c,dmin,92.78,-1.45,8.86,47.90784952820678,0.3997837192174939,0.8943176016862708
5535d,dmax,22.43,0.53,7.85,38.667708978207145,0.1674326193182754,0.19801339033252
5535d,dmin,91.33,-1.55,11.64,46.62415096521062,0.4387650936908483,0.8716453314595238
5535e,dmax,18.38,0.3,3.78,37.22940655561092,0.0937806855386317,0.1705282713535169
5535e,dmin,91.9,-0.91,5.91,47.05930363714703,0.2665798342848825,0.892997068620762
5535f,dmax,33.56,0.09,11.22,41.33054183674926,0.1675090971803603,0.2885968996856691
5535f,dmin,92.52,-1.45,9.71,47.24050388708855,0.4230000273128496,0.8895570427609472
5535g,dmax,33.81,0.24,4.65,38.12501380988096,0.0699093408025656,0.3044063571568432
5535g,dmin,92.55,-1.47,9.55,47.466029776458186,0.416991911075567,0.8901647954669025
5535h,dmax,44.65,-0.48,4.13,45.27931714203368,0.0437445085034952,0.4050062842526004
5535h,dmin,91.95,-1.15,7.36,47.346856126857176,0.3199138349396205,0.8895123939168714
5535i,dmax,32.5,-0.44,3.02,46.716326060614335,0.0409002947809041,0.2931724364340785
5535i,dmin,90.14,-1.12,9.16,45.80269503659133,0.3333614954306835,0.8656379907613305
5535j,dmax,25.06,0.36,4.44,37.14504919467191,0.0867539429652081,0.2267129404088389
5535j,dmin,91.58,-1.03,12.1,44.28065994534626,0.4870836192027653,0.8753995705458655
5535k,dmax,12.86,-0.08,5.38,41.89175694937597,0.1653778211395669,0.1215258565884683
5535k,dmin,91.22,-1.32,10.32,46.20851971089132,0.3997282559189952,0.8742706088263192
5518a,dmax,29.21,-0.28,4.12,43.22137393785789,0.0646248878081765,0.2620310356580394
5518a,dmin,90.59,-1.08,5.18,50.0000272350523,0.1978633808927319,0.8792935366346555
5518b,dmax,21.61,0.77,4.53,34.08298521543628,0.1045849977200874,0.1979098755063723
5518b,dmin,93.82,-0.79,4.22,48.656231721712686,0.2452957860721227,0.9184462070582992
5518c,dmax,17.59,0.76,3.05,31.23861539593895,0.0860197924633523,0.1665004045343607
5518c,dmin,91.6,-0.01,0.33,40.37566739963819,0.0190211750585311,0.9046797693308682
5518d,dmax,30.41,0.61,7.99,37.99455078083747,0.1335719254779288,0.2682321130355785
5518d,dmin,92.92,-0.91,10.26,44.23918989430143,0.4919640844697351,0.8949103666395257
5518e,dmax,14.96,0.64,4.83,35.74371770445555,0.1439703432018968,0.1414045244037622
5518e,dmin,91.53,-0.6,2.37,52.30581112729863,0.1036415087436544,0.8974383919864749
5518f,dmax,36.18,-0.01,8.34,41.01237455919227,0.1152065263164801,0.3183453556421983
5518f,dmin,94.37,-0.83,9.64,44.03423820704984,0.560838145888243,0.9127910443211844
5518g,dmax,21.11,0.67,4.76,35.17188479453358,0.1101247244007386,0.1929323518774972
5518g,dmin,94.36,-0.65,8.35,43.50433365652276,0.5102826016873246,0.9162320879933108
5518h,dmax,22.68,0.02,-0.05,244.62731929697136,0.000708954893221,0.2124475793010997
5518h,dmin,92.15,-0.56,3.83,46.40527096778703,0.1899846828931899,0.90152430445151
5518i,dmax,26.9,0.32,-0.14,321.5730810206578,0.0044441622442383,0.2497976078307764
5518i,dmin,89.61,-0.96,4.94,49.16604239213223,0.1761385689150592,0.8694054158026208
5518j,dmax,27.1,1.12,5.27,32.6936739619448,0.1040892121132496,0.2454381979242342
5518j,dmin,94.64,-0.74,8.27,44.04780490804069,0.5197799304864326,0.9191852386814252
5518k,dmax,21.15,0.15,5.51,39.69781073726461,0.119481528764388,0.1904036707310824
5518k,dmin,94.66,-0.81,8.95,44.16957096029307,0.5507491799155978,0.9176400729515436
5506a,dmax,58.76,-0.92,6.16,47.15542559382834,0.0586859522165013,0.5391684703228548
5506a,dmin,91.81,-1.08,9.31,45.487701143890376,0.3958557488444261,0.8839930918327329
5506b,dmax,42.38,0.1,3.95,38.89362541597188,0.0482489613376493,0.3855305287010678
5506b,dmin,93.54,-0.79,4.74,47.59229011278461,0.265847224237588,0.9142307381750532
5506c,dmax,22.17,0.54,3.11,33.56827386514931,0.0706435669858449,0.2045308628014304
5506c,dmin,91.46,-0.24,1.43,47.23114507130924,0.0691818973676606,0.9000006222850729
5506d,dmax,29.62,0.55,7.51,38.03676491853543,0.1279959268355076,0.261898029310429
5506d,dmin,92.77,-0.82,10.82,43.685387889513606,0.5104912394043803,0.8923384393831207
5506e,dmax,25.53,-0.41,2.48,47.72822065030709,0.0402457246823245,0.231867689478744
5506e,dmin,91.08,-0.71,3.98,48.15160018926281,0.1697244970521095,0.8887010318456554
5506f,dmax,28.13,0.73,10.13,38.74672384003912,0.1812126172368119,0.2438268916491861
5506f,dmin,94.04,-0.97,9.57,44.76905903953229,0.5254514051242912,0.908705961152659
5506g,dmax,23.19,0.5,5.62,37.215827214446506,0.1174693951804348,0.2087228013568413
5506g,dmin,93.63,-0.8,8.46,44.32175068039817,0.4601475605139769,0.907238194028557
5506h,dmax,21.85,0.15,0.18,17.550002304096324,0.0059485388380975,0.2053620931539467
5506h,dmin,91.73,-0.8,4.12,49.044944490711146,0.1845710930973726,0.8952848832544698
5506i,dmax,31.58,0.38,0.99,26.80151188739268,0.0192908284501745,0.2909270487800566
5506i,dmin,92.97,-0.94,6.52,46.60656541331582,0.3290549092893743,0.903507063646559
5506j,dmax,21.9,-0.07,3.62,41.08289868056136,0.0738215912145565,0.1995153835395377
5506j,dmin,93.86,-0.53,9.17,42.662432967385485,0.523717784903615,0.9093099892509764
5506k,dmax,22.64,0.01,3.82,40.18084778273334,0.0770133313738947,0.2057619429409522
5506k,dmin,92.67,-0.83,10.75,43.7462775408527,0.5019614382551132,0.8913425813203392
899a,dmax,50.18,-0.71,4.81,46.94487215252548,0.0450060514069995,0.4567897001794841
899a,dmin,92.34,-0.91,9.56,44.48308986304232,0.4358541271580539,0.8900039350632196
899b,dmax,36.08,0.07,4.72,39.57939954285246,0.0656631314038176,0.3246755294224698
899b,dmin,93.82,-0.77,4.5,47.80340731022443,0.2631990423230284,0.9179435885169892
899c,dmax,17.96,0.53,2.5,32.23401155546219,0.0681444444031732,0.1698439930059843
899c,dmin,91.57,0.01,2.03,39.16827174167628,0.1126805704627367,0.9010244444247694
899d,dmax,30.68,0.86,7.84,36.69311249329763,0.1324767777849599,0.2717221849894099
899d,dmin,92.61,-0.94,10.27,44.380128351216456,0.4747780468798923,0.8913173549944751
899e,dmax,26.28,-0.43,2.27,48.97904273359592,0.0352961932994467,0.238744977962091
899e,dmin,91.18,-0.57,3.74,46.72319999793933,0.1662353245468169,0.890867093304849
899f,dmax,34.87,0.5,10.25,39.38308052990976,0.151029531558217,0.3039156581469248
899f,dmin,93.48,-0.87,9.36,44.342150866525,0.4878663463076643,0.9033096096465444
899g,dmax,16.99,0.88,6.25,35.77858416283823,0.1709282075790475,0.1561514376047298
899g,dmin,94.08,-0.63,8.51,43.34408220866095,0.5006490388383786,0.912828459898292
899h,dmax,21.08,0.16,0.28,22.36745407765017,0.0083701414454468,0.1986400167597277
899h,dmin,92.65,-0.39,5.92,42.69479511905666,0.3169850182674466,0.90339853255346
899i,dmax,30.0,0.37,1.16,28.57775725661611,0.022706254121015,0.2762998224156577
899i,dmin,92.11,-1.03,6.12,47.850373810687074,0.2765840408953874,0.8944138303161058
899j,dmax,20.84,-0.03,2.56,40.45925684835038,0.054404506974883,0.1923771271365093
899j,dmin,93.48,-0.71,9.21,43.56807363258668,0.4907880413368387,0.9042697457522848
899k,dmax,19.33,0.1,2.68,38.500894506086354,0.062291423794956,0.1797787412051668
899k,dmin,93.59,-0.4,10.48,41.91370428567757,0.5707944595929779,0.9038857215143704
297a,dmax,11.11,0.36,0.77,24.795475386416623,0.0339818611652192,0.1163473249241363
297a,dmin,92.87,-0.56,3.4,47.32903954823212,0.1832835876360374,0.9104453717828908
297b,dmax,23.68,-0.07,2.43,41.10488148596704,0.0462029932547493,0.2168746991908862
297b,dmin,91.96,-1.48,9.58,47.505190375222526,0.3935814980836122,0.8834968387660225
297c,dmax,22.4,0.25,5.26,38.755613296615365,0.1102609885259114,0.2018442455948462
297c,dmin,91.18,-0.97,4.31,50.860320748007496,0.1757611877332768,0.8880927324534098
297d,dmax,20.78,0.76,5.98,36.00419283185181,0.1391745754915051,0.1881419618780332
297d,dmin,92.04,-1.11,10.97,44.93242352413392,0.4653186318503615,0.8827475302109884
297e,dmax,18.42,0.43,3.0,34.66224118150751,0.0771118400353692,0.1725669502803183
297e,dmin,93.5,-0.29,3.43,43.28715773429258,0.2165727990587574,0.9185110758026612
297f,dmax,18.55,0.4,9.02,40.17534592831322,0.2224307466217422,0.1624383362898253
297f,dmin,93.46,-1.06,10.18,44.97642671592138,0.5104950891457624,0.9005220434019319
297g,dmax,22.23,0.65,7.26,37.67091086512005,0.1575082601688103,0.1977873561137829
297g,dmin,93.72,-0.6,9.14,43.02267257861058,0.5089203743316897,0.907536840843959
297h,dmax,24.75,0.21,-0.33,259.42902943727,0.004871913232798,0.2311318236374759
297h,dmin,91.51,-0.78,5.03,47.0166683256889,0.222845529889761,0.8910240214649457
297i,dmax,29.88,-0.29,1.4,49.678993057850846,0.0192933248578311,0.2726890003723962
297i,dmin,92.59,-0.95,9.41,44.745667058509866,0.4393770901409413,0.892961821267343
297j,dmax,22.27,0.2,3.35,37.74546201102686,0.0708626881337806,0.2039621380106008
297j,dmin,93.29,-0.65,10.12,43.06484306523697,0.5217942266463461,0.9003655300622695
297k,dmax,32.81,0.45,6.59,37.91925808864488,0.1027484206902306,0.2922480558510784
297k,dmin,93.61,-0.68,11.78,42.93555251806663,0.6068665992143585,0.9000823254295134
876a,dmax,31.16,-0.43,2.98,46.654477080405286,0.0418335018737696,0.2811073895661296
876a,dmin,90.83,-1.01,11.03,44.4837871950204,0.4222785826018749,0.8695690154546889
876b,dmax,75.68,-0.55,3.85,46.31484977761392,0.0648578552843375,0.7215581265508988
876b,dmin,92.27,-0.9,4.55,49.30044315653436,0.212870949835267,0.9000093710325174
876c,dmax,22.87,0.39,2.48,33.94067525557489,0.0545323652431678,0.2111829913705175
876c,dmin,91.48,-0.14,3.39,41.30573373607558,0.1734330989174736,0.896644639970573
876d,dmax,20.58,0.25,4.38,38.19425120063397,0.0984752035230679,0.1878781249841369
876d,dmin,92.21,-1.08,11.56,44.61562411156979,0.4956835552125701,0.8834277183290926
876e,dmax,20.96,-0.28,4.34,43.36378841761609,0.0891319705124896,0.1896200840455357
876e,dmin,89.89,-0.2,6.14,41.23265156503902,0.2543129660497096,0.8729877788298791
876f,dmax,36.08,-0.6,8.37,44.19204665075256,0.1109313258036849,0.31549173045125
876f,dmin,91.6,-0.78,10.72,43.54464477024664,0.4524158825894528,0.8797024957833519
876g,dmax,26.15,-0.31,6.61,42.99695916734021,0.1160003760835286,0.2302437423615826
876g,dmin,91.68,-0.64,10.22,43.01713956772329,0.4445190260670083,0.8822530475556944
876h,dmax,20.58,0.14,0.6,30.998805079715567,0.0150960655169819,0.1938198109351326
876h,dmin,91.74,-0.69,6.68,44.56567392662191,0.3054488008839789,0.8904518291579344
876i,dmax,31.72,0.24,1.24,32.34550993896448,0.0215515963018338,0.2913271635459805
876i,dmin,90.72,-0.47,9.74,42.317400623695335,0.3973606499357325,0.8733216110008606
876j,dmax,26.26,0.49,2.59,32.84770051420401,0.0520407628478009,0.2408976195948316
876j,dmin,93.21,-0.7,11.03,43.1263142718941,0.5505260478751391,0.8972384692925708
876k,dmax,17.02,0.24,2.89,36.85152100202441,0.0760184701742658,0.160540044633625
876k,dmin,93.45,-0.68,10.99,43.045959615913205,0.5651916942222359,0.9000837259890009
5517a,dmax,58.97,-0.78,5.09,47.18341050806544,0.0490484428450419,0.5439189923546323
5517a,dmin,92.86,-1.19,9.95,45.72864038913485,0.4615918772309387,0.8938335985379258
5517b,dmax,26.39,-0.31,7.04,42.969454561865234,0.1230413793808907,0.2315343852419339
5517b,dmin,93.5,-0.86,4.8,48.2814150701268,0.2638205067918575,0.9133776310317794
5517c,dmax,22.55,0.56,3.16,33.45346567310071,0.0709799607432304,0.207775480566354
5517c,dmin,91.53,-0.14,1.5,43.471763317337775,0.077706816009444,0.9010435578836948
5517d,dmax,23.29,0.52,5.86,37.28393904247798,0.1220988135421765,0.2091998300469481
5517d,dmin,90.01,-1.09,10.71,44.95537424123546,0.3809786403185262,0.8608917515604559
5517e,dmax,21.6,0.3,4.56,37.87081341723905,0.0992841059368075,0.1963962798039436
